Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 11:04:25 AM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.666666, -0.4987283, -1.233654e-06, , -8.224348e-07, 1, 6
1.333332, -0.4886302, -1.23038e-06, , -1.642687e-06, 1, 6
1.999998, -0.4786899, -1.226951e-06, , -2.460654e-06, 1, 6
2.666664, -0.4687496, -1.223366e-06, , -3.276231e-06, 1, 6
3.33333, -0.4588093, -1.220093e-06, , -4.089626e-06, 1, 6
3.999996, -0.4490268, -1.216664e-06, , -4.900734e-06, 1, 6
4.666662, -0.4390865, -1.213079e-06, , -5.709453e-06, 1, 6
5.333328, -0.4289884, -1.209494e-06, , -6.515781e-06, 1, 6
5.999994, -0.4188903, -1.205754e-06, , -7.319617e-06, 1, 6
6.66666, -0.4087922, -1.202324e-06, , -8.121166e-06, 1, 6
7.333326, -0.3990097, -1.19874e-06, , -8.920324e-06, 1, 6
7.999992, -0.3890694, -1.195311e-06, , -9.717197e-06, 1, 6
8.666658, -0.3788135, -1.191414e-06, , -1.051147e-05, 1, 6
9.333324, -0.3688732, -1.187517e-06, , -1.130315e-05, 1, 6
9.99999, -0.3590907, -1.183621e-06, , -1.209223e-05, 1, 6
10.66666, -0.3489926, -1.180192e-06, , -1.287902e-05, 1, 6
11.33332, -0.3390523, -1.176295e-06, , -1.366322e-05, 1, 6
11.99999, -0.329112, -1.172554e-06, , -1.444492e-05, 1, 6
12.66665, -0.3193295, -1.168813e-06, , -1.522413e-05, 1, 6
13.33332, -0.3090736, -1.164761e-06, , -1.600063e-05, 1, 6
13.99999, -0.2989755, -1.160864e-06, , -1.677454e-05, 1, 6
14.66665, -0.2887197, -1.156968e-06, , -1.754586e-05, 1, 6
15.33332, -0.2787793, -1.153071e-06, , -1.831457e-05, 1, 6
15.99998, -0.268839, -1.148707e-06, , -1.908037e-05, 1, 6
16.66665, -0.2590565, -1.14481e-06, , -1.984358e-05, 1, 6
17.33332, -0.2489584, -1.140758e-06, , -2.060408e-05, 1, 6
17.99998, -0.2378205, -1.136393e-06, , -2.136168e-05, 2, 6
18.66665, -0.2279184, -1.132341e-06, , -2.211657e-05, 2, 6
19.33331, -0.217701, -1.128133e-06, , -2.286866e-05, 2, 6
19.99998, -0.2077832, -1.123768e-06, , -2.361784e-05, 2, 6
20.66665, -0.1977865, -1.119404e-06, , -2.43641e-05, 2, 6
21.33331, -0.1876795, -1.114572e-06, , -2.510715e-05, 2, 6
21.99998, -0.1776513, -1.110208e-06, , -2.584729e-05, 2, 6
22.66664, -0.1676862, -1.105376e-06, , -2.658421e-05, 2, 6
23.33331, -0.1576738, -1.100077e-06, , -2.731759e-05, 2, 6
23.99998, -0.1476929, -1.094466e-06, , -2.804723e-05, 2, 6
24.66664, -0.1375543, -1.088543e-06, , -2.877293e-05, 2, 6
25.33331, -0.1275419, -1.081373e-06, , -2.949384e-05, 2, 6
25.99997, -0.117561, -1.073424e-06, , -3.020946e-05, 2, 6
26.66664, -0.1074539, -1.063448e-06, , -3.091842e-05, 2, 6
27.33331, -0.09748882, -1.051603e-06, , -3.161949e-05, 2, 6
27.99997, -0.08741333, -1.035704e-06, , -3.230996e-05, 2, 6
28.66664, -0.07719592, -1.014039e-06, , -3.298598e-05, 2, 6
29.3333, -0.06729387, -9.853597e-07, , -3.364289e-05, 2, 6
29.99997, -0.05731298, -9.448348e-07, , -3.427278e-05, 2, 6
30.66664, -0.04733209, -8.880996e-07, , -3.486484e-05, 2, 6
31.3333, -0.03731966, -8.051792e-07, , -3.540163e-05, 2, 6
31.99997, -0.02730723, -6.845393e-07, , -3.585799e-05, 2, 6
32.66663, -0.01714733, -5.091905e-07, , -3.619745e-05, 3, 6
33.3333, -0.007098553, -2.515447e-07, , -3.636515e-05, 3, 6
33.99997, 0.002732689, 1.175449e-07, , -3.628678e-05, 3, 6
34.66663, 0.01269852, 6.660358e-07, , -3.584276e-05, 3, 6
35.3333, 0.02258767, 1.465314e-06, , -3.486588e-05, 3, 6
35.99996, 0.03253081, 2.682184e-06, , -3.307776e-05, 2, 5
36.66663, 0.04266938, 4.474984e-06, , -3.009444e-05, 2, 5
37.3333, 0.05285525, 7.111179e-06, , -2.535366e-05, 2, 5
37.99996, 0.06275731, 1.093842e-05, , -1.806139e-05, 2, 5
38.66663, 0.0727855, 1.665667e-05, , -6.956956e-06, 2, 5
39.33329, 0.08292407, 2.513583e-05, , 9.800247e-06, 2, 5
39.99996, 0.09301534, 3.778002e-05, , 3.49869e-05, 2, 4
40.66663, 0.1030593, 5.637304e-05, , 7.256889e-05, 2, 4
41.33329, 0.1132767, 8.407572e-05, , 0.0001286193, 2, 4
41.99996, -0.4985705, -1.236771e-06, , 0.0001277948, 1, 6
42.66662, -0.4884724, -1.233654e-06, , 0.0001269724, 1, 6
43.33329, -0.4788477, -1.230069e-06, , 0.0001261523, 1, 6
43.99996, -0.4685918, -1.226639e-06, , 0.0001253346, 1, 6
44.66662, -0.4588093, -1.223211e-06, , 0.0001245191, 1, 6
45.33329, -0.4487112, -1.21947e-06, , 0.0001237061, 1, 6
45.99995, -0.4387709, -1.216041e-06, , 0.0001228954, 1, 6
46.66662, -0.4288306, -1.212456e-06, , 0.0001220871, 1, 6
47.33329, -0.4188903, -1.209027e-06, , 0.0001212811, 1, 6
47.99995, -0.40895, -1.205286e-06, , 0.0001204776, 1, 6
48.66662, -0.3990097, -1.201701e-06, , 0.0001196764, 1, 6
49.33328, -0.3892272, -1.198116e-06, , 0.0001188777, 1, 6
49.99995, -0.3789713, -1.19422e-06, , 0.0001180816, 1, 6
50.66662, -0.369031, -1.19079e-06, , 0.0001172877, 1, 6
51.33328, -0.3590907, -1.186894e-06, , 0.0001164964, 1, 6
51.99995, -0.3489926, -1.183153e-06, , 0.0001157077, 1, 6
52.66661, -0.3390523, -1.179101e-06, , 0.0001149216, 1, 6
